 2015-10-24 09:10:30,380 [P16040/D2/T10] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username admin@jobsplus.cz from IP address ::1
 2015-10-24 09:10:30,975 [P16040/D2/T19] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2015-10-24 09:10:31,014 [P16040/D2/T19] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 39ms)
 2015-10-24 09:10:31,431 [P16040/D2/T12] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplication
 2015-10-24 09:10:31,495 [P16040/D2/T12] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplication, found 0 (took 64ms)
 2015-10-24 09:10:31,496 [P16040/D2/T10] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2015-10-24 09:10:31,554 [P16040/D2/T10] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 58ms)
 2015-10-24 09:10:31,585 [P16040/D2/T10] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2015-10-24 09:10:31,586 [P16040/D2/T10] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2015-10-24 09:10:31,599 [P16040/D2/T10] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2015-10-24 09:10:31,655 [P16040/D2/T10] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 55ms)
 2015-10-24 10:06:39,040 [P17428/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.3.0 application starting on PC-SERVIS-KOUR
 2015-10-24 10:06:39,132 [P17428/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2015-10-24 10:06:39,172 [P17428/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 36ms)
 2015-10-24 10:06:39,487 [P17428/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2015-10-24 10:06:40,425 [P17428/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 936ms)
 2015-10-24 10:06:40,463 [P17428/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2015-10-24 10:06:40,501 [P17428/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 38ms)
 2015-10-24 10:06:40,502 [P17428/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2015-10-24 10:06:40,549 [P17428/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 47ms)
 2015-10-24 10:06:40,618 [P17428/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2015-10-24 10:06:40,658 [P17428/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 39ms)
 2015-10-24 10:06:40,659 [P17428/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2015-10-24 10:06:40,697 [P17428/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 37ms)
 2015-10-24 10:06:40,827 [P17428/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2015-10-24 10:06:40,869 [P17428/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 41ms)
 2015-10-24 10:06:40,870 [P17428/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2015-10-24 10:06:40,902 [P17428/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 32ms)
 2015-10-24 10:06:42,638 [P17428/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2015-10-24 10:06:43,317 [P17428/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2015-10-24 10:06:43,330 [P17428/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2015-10-24 10:06:43,448 [P17428/D2/T1] WARN  Umbraco.Core.Sync.DatabaseServerMessenger - No last synced Id found, this generally means this is a new server/install. The server will rebuild its caches and indexes and then adjust it's last synced id to the latest found in the database and will start maintaining cache updates based on that id
 2015-10-24 10:06:43,593 [P17428/D2/T1] INFO  umbraco.content - Load Xml from file...
 2015-10-24 10:06:43,607 [P17428/D2/T1] INFO  umbraco.content - Loaded Xml from file.
 2015-10-24 10:06:43,616 [P17428/D2/T1] INFO  umbraco.content - Loading content from database...
 2015-10-24 10:06:51,201 [P17428/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2015-10-24 10:06:51,257 [P17428/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 56ms)
 2015-10-24 10:06:54,193 [P17428/D2/T14] INFO  umbraco.content - Save Xml to file...
 2015-10-24 10:06:54,289 [P17428/D2/T6] INFO  umbraco.content - Saved Xml to file.
 2015-10-24 10:06:56,251 [P17428/D2/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2015-10-24 10:06:56,445 [P17428/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2015-10-24 10:06:56,447 [P17428/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2015-10-24 10:06:56,735 [P17428/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 17939ms)
 2015-10-24 10:06:59,372 [P17428/D2/T6] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:53628/umbraco (UmbracoModule request)
 2015-10-24 10:07:00,677 [P17428/D2/T6] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2015-10-24 10:07:00,746 [P17428/D2/T6] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 69ms)
 2015-10-24 10:07:26,280 [P17428/D2/T6] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.cms.businesslogic.macro.IMacroEngine
 2015-10-24 10:07:26,319 [P17428/D2/T6] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.cms.businesslogic.macro.IMacroEngine, found 0 (took 37ms)
 2015-10-24 10:08:13,108 [P7240/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco 7.3.0 application starting on PC-SERVIS-KOUR
 2015-10-24 10:08:13,138 [P7240/D2/T1] INFO  Umbraco.Core.PluginManager - Determining hash of code files on disk
 2015-10-24 10:08:13,150 [P7240/D2/T1] INFO  Umbraco.Core.PluginManager - Hash determined (took 11ms)
 2015-10-24 10:08:13,250 [P7240/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplicationStartupHandler
 2015-10-24 10:08:13,260 [P7240/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplicationStartupHandler, found 0 (took 9ms)
 2015-10-24 10:08:13,280 [P7240/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter
 2015-10-24 10:08:13,282 [P7240/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyEditorValueConverter, found 0 (took 1ms)
 2015-10-24 10:08:13,282 [P7240/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IPropertyValueConverter
 2015-10-24 10:08:13,284 [P7240/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IPropertyValueConverter, found 0 (took 1ms)
 2015-10-24 10:08:13,304 [P7240/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Mvc.SurfaceController
 2015-10-24 10:08:13,306 [P7240/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Mvc.SurfaceController, found 0 (took 1ms)
 2015-10-24 10:08:13,307 [P7240/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.WebApi.UmbracoApiController
 2015-10-24 10:08:13,310 [P7240/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.WebApi.UmbracoApiController, found 0 (took 3ms)
 2015-10-24 10:08:13,356 [P7240/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IThumbnailProvider
 2015-10-24 10:08:13,356 [P7240/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IThumbnailProvider, found 0 (took 1ms)
 2015-10-24 10:08:13,357 [P7240/D2/T1] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Media.IImageUrlProvider
 2015-10-24 10:08:13,358 [P7240/D2/T1] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Media.IImageUrlProvider, found 0 (took 0ms)
 2015-10-24 10:08:14,750 [P7240/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2015-10-24 10:08:15,371 [P7240/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2015-10-24 10:08:15,386 [P7240/D2/T1] INFO  Umbraco.Core.DatabaseContext - CanConnect = True
 2015-10-24 10:08:15,508 [P7240/D2/T1] INFO  Umbraco.Web.Cache.CacheRefresherEventHandler - Initializing Umbraco internal event handlers for cache refreshing
 2015-10-24 10:08:15,541 [P7240/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Initializing Examine and binding to business logic events
 2015-10-24 10:08:15,769 [P7240/D2/T1] INFO  Umbraco.Web.Search.ExamineEvents - Adding examine event handlers for index providers: 3
 2015-10-24 10:08:15,803 [P7240/D2/T1] INFO  Umbraco.Core.CoreBootManager - Umbraco application startup complete (took 2797ms)
 2015-10-24 10:08:18,211 [P7240/D2/T7] INFO  Umbraco.Core.Sync.ApplicationUrlHelper - ApplicationUrl: http://localhost:53628/umbraco (UmbracoModule request)
 2015-10-24 10:08:18,575 [P7240/D2/T7] INFO  umbraco.content - Load Xml from file...
 2015-10-24 10:08:18,581 [P7240/D2/T7] INFO  umbraco.content - Loaded Xml from file.
 2015-10-24 10:08:19,744 [P7240/D2/T7] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.Persistence.Mappers.BaseMapper
 2015-10-24 10:08:19,747 [P7240/D2/T7] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.Persistence.Mappers.BaseMapper, found 0 (took 3ms)
 2015-10-24 10:08:25,592 [P7240/D2/T9] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Core.PropertyEditors.IParameterEditor
 2015-10-24 10:08:25,596 [P7240/D2/T9] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Core.PropertyEditors.IParameterEditor, found 0 (took 3ms)
 2015-10-24 10:08:44,401 [P7240/D2/T7] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.cms.businesslogic.macro.IMacroEngine
 2015-10-24 10:08:44,404 [P7240/D2/T7] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.cms.businesslogic.macro.IMacroEngine, found 0 (took 2ms)
 2015-10-24 10:08:50,400 [P7240/D2/T13] INFO  Umbraco.Core.Security.BackOfficeSignInManager - Event Id: 0, state: Login attempt succeeded for username admin@jobsplus.cz from IP address ::1
 2015-10-24 10:08:50,977 [P7240/D2/T9] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2015-10-24 10:08:51,017 [P7240/D2/T9] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 40ms)
 2015-10-24 10:08:51,285 [P7240/D2/T13] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2015-10-24 10:08:51,350 [P7240/D2/T13] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 65ms)
 2015-10-24 10:08:51,350 [P7240/D2/T7] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.IApplication
 2015-10-24 10:08:51,424 [P7240/D2/T7] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.IApplication, found 0 (took 73ms)
 2015-10-24 10:08:51,424 [P7240/D2/T13] INFO  Umbraco.Core.PluginManager - Starting resolution types of Umbraco.Web.Trees.TreeController
 2015-10-24 10:08:51,425 [P7240/D2/T13] INFO  Umbraco.Core.PluginManager - Completed resolution of types of Umbraco.Web.Trees.TreeController, found 0 (took 0ms)
 2015-10-24 10:08:51,433 [P7240/D2/T13] INFO  Umbraco.Core.PluginManager - Starting resolution types of umbraco.interfaces.ITree
 2015-10-24 10:08:51,494 [P7240/D2/T13] INFO  Umbraco.Core.PluginManager - Completed resolution of types of umbraco.interfaces.ITree, found 0 (took 60ms)
 2015-10-24 10:09:33,018 [P7240/D2/T9] WARN  Umbraco.Web.UmbracoModule - Status code is 404 yet TrySkipIisCustomErrors is false - IIS will take over.
